age_in_year,teeth,height_in_inch,price,sex_MALE_BULL,color_RED,breed_HOSTINE_CROSS,breed_LOCAL,breed_MIR_KADIM,breed_PABNA_BREED,breed_RED_CHITTAGONG,breed_SAHIWAL,breed_SINDHI,size_LARGE,size_MEDIUM,size_MINIMUM,weight_in_kg
1.6433097806951988,1.6535259382879943,-0.9487843514274168,-0.24219507240471766,0.12186666955535821,0.8290010846518294,-0.26020824993326663,0.677550539145299,-0.0700140042014005,-0.09925833339709303,-0.20151708874395138,-0.37267799624996495,-0.27589035061832884,-0.2655109857443074,-1.2694349011087045,1.5364425591947515,227
-0.5513384606241215,-0.5475962522901799,0.5231964161004943,0.014779196400837536,0.12186666955535821,0.8290010846518294,-0.26020824993326663,0.677550539145299,-0.0700140042014005,-0.09925833339709303,-0.20151708874395138,-0.37267799624996495,-0.27589035061832884,-0.2655109857443074,0.7877520927828721,-0.6508541396588878,251
-0.5513384606241215,-0.5475962522901799,-0.05946263771263708,-0.587513238772765,0.12186666955535821,0.8290010846518294,-0.26020824993326663,0.677550539145299,-0.0700140042014005,-0.09925833339709303,-0.20151708874395138,-0.37267799624996495,-0.27589035061832884,-0.2655109857443074,0.7877520927828721,-0.6508541396588878,200
-0.5513384606241215,-0.5475962522901799,-1.102115681378241,-0.2709715862687216,0.12186666955535821,0.8290010846518294,-0.26020824993326663,0.677550539145299,-0.0700140042014005,-0.09925833339709303,-0.20151708874395138,-0.37267799624996495,-0.27589035061832884,-0.2655109857443074,-1.2694349011087045,1.5364425591947515,225
-0.5513384606241215,-0.5475962522901799,-1.102115681378241,-0.6450662665007728,0.12186666955535821,0.8290010846518294,-0.26020824993326663,0.677550539145299,-0.0700140042014005,-0.09925833339709303,-0.20151708874395138,-0.37267799624996495,-0.27589035061832884,-0.2655109857443074,-1.2694349011087045,1.5364425591947515,197
-0.5513384606241215,-0.5475962522901799,0.40053135213983543,-0.04075947535669007,0.12186666955535821,0.8290010846518294,-0.26020824993326663,0.677550539145299,-0.0700140042014005,-0.09925833339709303,-0.20151708874395138,-0.37267799624996495,-0.27589035061832884,-0.2655109857443074,0.7877520927828721,-0.6508541396588878,245
1.6433097806951988,1.6535259382879943,0.5538626820906596,-0.3285246139967295,0.12186666955535821,0.8290010846518294,-0.26020824993326663,0.677550539145299,-0.0700140042014005,-0.09925833339709303,-0.20151708874395138,-0.37267799624996495,-0.27589035061832884,-0.2655109857443074,0.7877520927828721,-0.6508541396588878,222
-0.5513384606241215,-0.5475962522901799,-0.3354590316241201,-0.01198296149268613,0.12186666955535821,0.8290010846518294,-0.26020824993326663,0.677550539145299,-0.0700140042014005,-0.09925833339709303,-0.20151708874395138,-0.37267799624996495,-0.27589035061832884,-0.2655109857443074,0.7877520927828721,-0.6508541396588878,247
-0.5513384606241215,-0.5475962522901799,-0.21279396766346123,0.18945263555534148,0.12186666955535821,0.8290010846518294,-0.26020824993326663,-1.4759046627893724,-0.0700140042014005,-0.09925833339709303,-0.20151708874395138,2.6832815729997477,-0.27589035061832884,-0.2655109857443074,0.7877520927828721,-0.6508541396588878,263
-0.5513384606241215,-0.5475962522901799,-0.3354590316241201,-0.7026192942287808,0.12186666955535821,-1.2062710393436797,-0.26020824993326663,0.677550539145299,-0.0700140042014005,-0.09925833339709303,-0.20151708874395138,-0.37267799624996495,-0.27589035061832884,-0.2655109857443074,0.7877520927828721,-0.6508541396588878,195
-0.5513384606241215,-0.5475962522901799,-2.3594325869749997,-1.1918200299168478,0.12186666955535821,0.8290010846518294,-0.26020824993326663,0.677550539145299,-0.0700140042014005,-0.09925833339709303,-0.20151708874395138,-0.37267799624996495,-0.27589035061832884,-0.2655109857443074,-1.2694349011087045,1.5364425591947515,150
1.6433097806951988,1.6535259382879943,-0.6114554255356032,-0.558736724908761,0.12186666955535821,0.8290010846518294,-0.26020824993326663,0.677550539145299,-0.0700140042014005,-0.09925833339709303,-0.20151708874395138,-0.37267799624996495,-0.27589035061832884,-0.2655109857443074,-1.2694349011087045,1.5364425591947515,203
-0.5513384606241215,-0.5475962522901799,1.3511855978349456,0.5059942880593848,0.12186666955535821,0.8290010846518294,-0.26020824993326663,-1.4759046627893724,-0.0700140042014005,-0.09925833339709303,4.962358310319803,-0.37267799624996495,-0.27589035061832884,3.7663225014840642,-1.2694349011087045,-0.6508541396588878,282
-0.5513384606241215,-0.5475962522901799,1.933844651648077,1.85849043966757,0.12186666955535821,-1.2062710393436797,-0.26020824993326663,0.677550539145299,-0.0700140042014005,-0.09925833339709303,-0.20151708874395138,-0.37267799624996495,-0.27589035061832884,3.7663225014840642,-1.2694349011087045,-0.6508541396588878,407
-0.5513384606241215,-0.5475962522901799,-0.8261192874667579,-0.6738427803647768,0.12186666955535821,0.8290010846518294,-0.26020824993326663,0.677550539145299,-0.0700140042014005,-0.09925833339709303,-0.20151708874395138,-0.37267799624996495,-0.27589035061832884,-0.2655109857443074,-1.2694349011087045,1.5364425591947515,195
-0.5513384606241215,-0.5475962522901799,0.8911916079824731,0.7937594266994242,0.12186666955535821,0.8290010846518294,-0.26020824993326663,-1.4759046627893724,-0.0700140042014005,-0.09925833339709303,-0.20151708874395138,2.6832815729997477,-0.27589035061832884,-0.2655109857443074,0.7877520927828721,-0.6508541396588878,315
-0.5513384606241215,-0.5475962522901799,-0.3354590316241201,-0.5011836971807532,0.12186666955535821,-1.2062710393436797,-0.26020824993326663,-1.4759046627893724,-0.0700140042014005,10.074720839804943,-0.20151708874395138,-0.37267799624996495,-0.27589035061832884,-0.2655109857443074,0.7877520927828721,-0.6508541396588878,210
-0.5513384606241215,-0.5475962522901799,-0.8261192874667579,-0.6450662665007728,0.12186666955535821,-1.2062710393436797,-0.26020824993326663,-1.4759046627893724,14.2828568570857,-0.09925833339709303,-0.20151708874395138,-0.37267799624996495,-0.27589035061832884,-0.2655109857443074,-1.2694349011087045,1.5364425591947515,183
-0.5513384606241215,-0.5475962522901799,-1.4394446072700546,-0.8177253496847965,0.12186666955535821,-1.2062710393436797,-0.26020824993326663,0.677550539145299,-0.0700140042014005,-0.09925833339709303,-0.20151708874395138,-0.37267799624996495,-0.27589035061832884,-0.2655109857443074,-1.2694349011087045,1.5364425591947515,185
